likelihood,ari,step_num
-443086.5499174057,0.00010279401868755536,0
-442189.46224960475,0.0005576546693737385,1
-441948.4766275899,-4.673450022695226e-05,2
-441757.08413477347,0.0005207134228976504,21
-441734.41486452305,0.0003411216726012985,416
-441709.4888991488,2.275830399217723e-05,417
-441671.10799538787,0.00025248237122293336,421
-441563.00853302324,0.0002675198157688732,422
-441515.7552610051,0.00036378750411849474,429
-441462.2980673987,-0.00021337367658192088,430
-441165.94446359365,1.9566400193368843e-05,432
-440760.23220444954,0.0007115315734371668,443
-440498.8300986372,0.00099583510906252,447
-439934.34323068726,0.0008122248318461051,448
-439641.3228427505,0.00099583510906252,452
-439599.45248772873,0.0008122248318461051,454
-439589.1066561451,-0.00021509468015368154,455
-438945.9326836526,0.000837684157942864,462
-438005.36508097756,0.00036095447798769914,464
-437662.08077977796,0.0007624856695073964,466
-436920.6200826387,0.0009626482831322404,468
-436745.0986400043,0.000544511790837565,474
-435593.24539269035,0.0006872871810719289,483
-435536.4172108558,0.0005458323226953345,494
-435364.4319937683,0.000837684157942864,504
-435291.7128466348,0.001372821629484138,507
-434788.3889557908,0.0012136766001202017,508
-434529.922525678,0.0008874365574891728,509
-434282.98908899375,0.0034781133592997715,524
-434150.5187020432,0.0035950586806396084,525
-434037.19544134923,0.003553333912337264,528
-433997.5611749519,0.0038542161244872336,530
-433700.6347402347,0.0026508960127031977,536
-433660.8974063743,0.0031687725373830767,538
-433637.1993364605,0.003101981089133454,540
-433592.8984829671,0.00309363881100689,543
-433557.12743270776,0.0031437883267812026,550
-433543.1410159083,0.0033276722532247865,552
-433227.3255403775,0.004046329034498014,554
-433107.8571752439,0.0038456236953615655,555
-432958.483999917,0.003620028230055163,562
-432884.1618175233,0.004455236318424223,563
-432379.30326406314,0.00309363881100689,575
-432355.12241500086,0.00362824701163542,578
-431703.7752578176,0.004823204045022643,579
-431099.53517536045,0.004873658016571759,581
-430975.7113710019,0.006186053268649501,584
-430600.0273092709,0.006377892529433112,586
-430535.05136859027,0.007840905435474334,588
-430519.7141189389,0.008384478259639321,595
-429966.5871844323,0.009964202577386823,597
-429834.8713024246,0.009721419261411646,599
-429650.419306167,0.011417078147518646,601
-429588.2039436046,0.010613487654553643,620
-429284.47550331225,0.010469704004160975,624
-429249.1696102641,0.00901030292694048,626
-429225.8769216112,0.008733525443666955,627
-428962.72140625527,0.008408609121795939,628
-428387.6140828484,0.006863038245986932,629
-428250.5592819754,0.007180878779450747,633
-428182.2432861677,0.00695520387691539,634
-428075.7405638076,0.006938258799024425,638
-427383.22477162787,0.006979586334577653,643
-427099.9489171233,0.007013479352061917,644
-427041.47886547976,0.006336494374724486,650
-426989.27812904835,0.006227469078146977,651
-426514.5843212468,0.0067783647443448,654
-426232.04958744714,0.007603142017914962,661
-426222.68139709026,0.0060445855549197776,701
-425824.8186113484,0.004393995343733805,714
-425513.2387215428,0.00766125235478812,748
-425477.53943636606,0.008115016118680712,750
-425129.3820151134,0.008339492201333395,754
-424864.5307752503,0.008850212375186252,757
-424513.4187320072,0.009492529228757967,758
-424065.20094935223,0.009071916699517303,760
-423809.8816665155,0.009475836868713866,808
-423399.8391327036,0.009227781432414064,833
-423258.656922834,0.009529745377570733,834
-423032.40979055926,0.009818317697392508,838
-422866.56930649246,0.009529745377570733,841
-422197.8413851339,0.010039768796759427,849
-421419.2360416121,0.009721303472304463,851
-421399.9703416369,0.007687078584479445,874
-420176.8509911921,0.01058911893427428,895
-420070.71537173615,0.011093696372804978,902
-419877.20978479995,0.011731265962254654,904
-419806.1157177234,0.012586635915341886,910
-419788.78043913224,0.017005456112837637,1014
-419665.91633233917,0.01920225560007057,1047
-419323.48109064833,0.01728128893574098,1052
-419273.41600301187,0.01920225560007057,1056
-418394.36474859214,0.019278893788055952,1057
-418332.90989821084,0.021322339126736516,1059
-417966.9485966117,0.021846226526830673,1063
-416596.06924929994,0.022351001531771105,1074
-416461.2949336191,0.024260592379675656,1084
-416365.06385605125,0.024615429516938882,1085
-415833.6976278744,0.026064348506804964,1175
-415148.58297594625,0.030232426341824232,1234
