-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
-inf,-8964.723540690396,-8800.280834314995,-8700.970006482461,-8630.412473813663,-8576.363945950223,-8533.08982183489,-8497.42160105373,-8467.418179868326,-8441.80201014485,-8419.686520908606,-8400.430805290634,-8383.55623661412,-8368.695780720709,-8355.561714948446,-8343.924262437135,-8333.596984614842,-8324.426513369952,-8316.285158560899,-8309.065473279305,-8302.676184445227,-8297.039096025746,-8292.086698356976,-8287.760298818494,-8284.008543313661,-8280.786234693696,-8278.053379568617,-8275.7744127118,-8273.917560940357,-8272.454317531141,-8271.359004969258,-8270.608408832259,-8270.181469374322,-8270.059020229523,-8270.22356583971,-8270.659090900475,-8271.35089643269,-8272.285458116221,-8273.45030333469,-8274.833904024621,-8276.425582936907,-8278.215431332077,-8280.194236464267,-8282.353417479942,-8284.684968578435,-8287.181408462347,-8289.835735255452,-8292.641386189049,-8295.592201460478,-8298.682391753293
-inf,-8799.02816255447,-8649.801155572743,-8559.452315460247,-8494.89285759134,-8445.149040871627,-8405.137512874928,-8372.048848157736,-8344.152372780029,-8320.301429476383,-8299.695246122637,-8281.751662489945,-8266.033733641492,-8252.204871196027,-8240.000127738633,-8229.207103281233,-8219.652838571883,-8211.194570288813,-8203.713055388662,-8197.10765084531,-8191.29262111412,-8186.194322165177,-8181.749022961258,-8177.901198177158,-8174.602174499152,-8171.809045815818,-8169.483795420848,-8167.592579390519,-8166.105136752399,-8164.994300354049,-8164.2355884199305,-8163.806861294288,-8163.688031249784,-8163.86081580307,-8164.308526937326,-8165.015890142725,-8165.968888361305,-8167.15462684453,-8168.561215659832,-8170.17766716163,-8171.993806207042,-8174.00019127,-8176.188044911533,-8178.549192311649,-8181.076006771194,-8183.761361260102,-8186.598585226829,-8189.581425999824,-8192.70401420819,-8195.960832730074
-inf,-8699.41340249875,-8558.711885364071,-8473.584466589304,-8412.80732537892,-8365.968308018724,-8328.25405862558,-8297.025333800419,-8270.66738697028,-8248.113714424788,-8228.61961627469,-8211.642883856553,-8196.775677033549,-8183.703097040292,-8172.176706825701,-8161.996914981997,-8153.000865331088,-8145.053879143383,-8138.043263925087,-8131.873742011238,-8126.464014163025,-8121.7441350045265,-8117.653479840444,-8114.139149350388,-8111.154703301799,-8108.659144801058,-8106.61609765069,-8104.993134207411,-8103.761221737411,-8102.894262951974,-8102.368712049884,-8102.163251785924,-8102.258520233397,-8102.636878297512,-8103.282210865269,-8104.179755891149,-8105.315956817925,-8106.6783345964595,-8108.255376250556,-8110.036437477256,-8112.01165720769,-8114.171882405097,-8116.508601660583,-8119.013886379226,-8121.680338539068,-8124.501044161536,-8127.469531761553,-8130.579735152725,-8133.8259600728115,-8137.202854169975
-inf,-8628.710670524571,-8493.846638742023,-8412.320576167565,-8354.174658510552,-8309.416196225273,-8273.408265594755,-8243.605831212479,-8218.455879296678,-8196.937263257783,-8178.339931155831,-8162.148342143501,-8147.975221096784,-8135.521601691541,-8124.551492653833,-8114.875129133329,-8106.337505183029,-8098.810287962942,-8092.185972933285,-8086.373568161997,-8081.295348482334,-8076.88437456543,-8073.082569334987,-8069.839207319364,-8067.109714541594,-8064.854705088606,-8063.039200269421,-8061.631990200403,-8060.605107621497,-8059.933390978776,-8059.594119122668,-8059.56670392317,-8059.832430073275,-8060.374233607425,-8061.176512390028,-8062.224963165114,-8063.506440800295,-8065.008836175388,-8066.720969814069,-8068.632498872016,-8070.733835507968,-8073.016074998199,-8075.470932224418,-8078.090685386019,-8080.868125968388,-8083.796514147382,-8086.869538934102,-8090.081282465551,-8093.426187933192,-8096.899030712373
-inf,-8574.527199977754,-8444.011437864521,-8365.225100927242,-8309.0768156919,-8265.902590865508,-8231.210710975887,-8202.52961487719,-8178.349035130496,-8157.67638838104,-8139.822901248148,-8124.289890620758,-8110.703769318618,-8098.776755113692,-8088.282000456827,-8079.037221284996,-8070.893547785508,-8063.7277031881895,-8057.436374018443,-8051.93206612051,-8047.139994429954,-8042.995708623904,-8039.443253264335,-8036.433723120699,-8033.924115304654,-8031.876407483336,-8030.256810474496,-8029.035156884477,-8028.184396981198,-8027.6801798962915,-8027.500503317294,-8027.625418597068,-8028.036781036692,-8028.718037248131,-8029.65404315014,-8030.83090742526,-8032.235856259737,-8033.8571159688945,-8035.683810729036,-8037.705873129191,-8039.913965651542,-8042.299411507828,-8044.854133518008,-8047.570599928413,-8050.441776239815,-8053.461082258482,-8056.622353701461,-8059.9198077855435,-8063.348012311398,-8066.901857823342
-inf,-8531.116268248248,-8403.997223657982,-8327.409220708845,-8272.86862158169,-8230.966634463779,-8197.332975375602,-8169.55945461407,-8146.171922888377,-8126.200330214133,-8108.97134855006,-8093.997843888549,-8080.915443881974,-8069.444003922951,-8059.363117777692,-8050.495964972002,-8042.698314078344,-8035.850825561425,-8029.853529697958,-8024.621776798278,-8020.083208309802,-8016.175451515531,-8012.844337470911,-8010.042504215354,-8007.728288347141,-8005.864835626841,-8004.419380165662,-8003.362654933163,-8002.66840566988,-8002.312987029336,-8002.2750247002505,-8002.535130909013,-8003.075663438082,-8003.880520368986,-8004.93496434586,-8006.225471382079,-8007.739600188302,-8009.465878751405,-8011.393705488084,-8013.513262770626,-8015.8154410024445,-8018.2917717276305,-8020.934368507689,-8023.7358745019665,-8026.689415854727,-8029.788560129652,-8033.027279145918,-8036.3999156651325,-8039.9011534570345,-8043.525990338875
-inf,-8495.316323137557,-8370.937961251491,-8296.17146226832,-8242.97351990922,-8202.13346152335,-8169.381669968901,-8142.3649497339875,-8119.641177532246,-8100.260143684521,-8083.561611319423,-8069.067677300281,-8056.420923929295,-8045.346757359743,-8035.629392603524,-8027.09595712295,-8019.605636610911,-8013.0420646979255,-8007.307861939461,-8002.3206351364515,-7998.009991175466,-7994.315269982314,-7991.183796697513,-7988.569515201278,-7986.431906185115,-7984.735120655789,-7983.44727874428,-7982.539896922394,-7981.987416091493,-7981.766809730622,-7981.857256184491,-7982.239862782275,-7982.89743217261,-7983.81426329587,-7984.975980967361,-7986.369389242382,-7987.982344664249,-7989.803646226913,-7991.82293946008,-7994.030632504232,-7996.417822411174,-7998.976230202343,-8001.698143458456,-8004.5763654102475,-8007.604169661846,-8010.775259810747,-8014.083733339068,-8017.524049241824,-8021.090998935147,-8024.779680051011
-inf,-8465.19273600638,-8343.080024073086,-8269.856004996594,-8217.807039477142,-8177.877631393007,-8145.881201189423,-8119.51195817887,-8097.356246570741,-8078.481776749208,-8062.240120864816,-8048.161527343724,-8035.894486744616,-8025.168908747477,-8015.772609223625,-8007.535712468274,-8000.319972405461,-7994.011264968886,-7988.5141886261345,-7983.748103122165,-7979.644171387317,-7976.143114834056,-7973.193484829276,-7970.75031359319,-7968.774048110804,-7967.229698038724,-7966.086147496401,-7965.315593868805,-7964.89308614187,-7964.796142045214,-7965.004428192083,-7965.499491025291,-7966.264529073987,-7967.284199056117,-7968.544449905141,-7970.032379986055,-7971.736113685348,-7973.644694278453,-7975.747990545402,-7978.036615055429,-7980.501852401905,-7983.135595958578,-7985.9302919638385,-7988.878889930732,-7991.974798538065,-7995.211846286892,-7998.584246314156,-8002.086564844181,-8005.713692833196,-8009.4608204246015
-inf,-8439.471751522411,-8319.268256844716,-8247.37172746549,-8196.322893502982,-8157.189469645374,-8125.853421218814,-8100.049602697427,-8078.389533770522,-8059.957124752857,-8044.114756476174,-8030.400147690129,-8018.467138869356,-8008.049616219109,-7998.938468565863,-7990.966288674723,-7983.996884670997,-7977.9178922583715,-7972.635449963962,-7968.070284415017,-7964.1547817986175,-7960.830762890915,-7958.047768798003,-7955.761723154157,-7953.93387569354,-7952.52995882663,-7951.519507390249,-7950.875304797447,-7950.572928132635,-7950.590371470279,-7950.907731612306,-7951.506944070263,-7952.3715598245,-7953.48655543166,-7954.838170600399,-7956.413768543887,-7958.201715336768,-7960.191275221713,-7962.372519374548,-7964.736246083926,-7967.273910658258,-7969.977563659318,-7972.839796293283,-7975.85369197919,-7979.012783268488,-7982.311013416697,-7985.7427020129835,-7989.3025141606895,-7992.985432774707,-7996.78673362248
