likelihood,ari,step_num
-800279.1906514959,0.0012203167847283534,0
-800263.7910723997,0.0003448560036007024,7
-800136.4598696621,-0.0004374449783616392,10
-800101.2726623643,0.0003493048716618971,11
-799792.5243533859,0.0032723475233328524,44
-799780.8182258185,0.002202260581817721,45
-799762.343405968,0.002202260581817721,47
-799759.334258866,-0.00224547447006994,59
-799729.3646029744,-0.0026601790970648444,60
-799613.31657792,-0.0022387839578396768,61
-799593.1575834537,-0.001724244767321251,96
-799560.8284011444,-0.0022387839578396768,97
-798947.5389050817,-0.002652928070308616,98
-798868.7564138174,-0.0026601790970648444,102
-798743.6752861084,-0.002230978473134116,107
-798299.8233209036,-0.0022610860126579,350
-798215.9651703627,-0.0026797016134678005,365
-798036.4155500603,-0.003004051977085371,366
-797935.9370346445,-0.002678028225130228,367
-797838.4273260406,-0.0022610860126579,368
-797614.2324154958,-0.0030051679325141687,376
-797479.7098805842,-0.0011466370660166943,390
-797478.4905672176,-0.00044913250175662316,391
-797470.9122587959,-0.0011444092957632922,393
-797434.8244976773,-0.0017493216737245593,400
-797405.9593818707,0.0021967097739069236,412
-797138.3646157818,0.0032640302351184948,415
-796880.0052731491,0.0021967097739069236,416
-796719.4590229089,0.0021967097739069236,418
-796455.938244843,0.0012225392907735805,419
-796177.2726112581,0.00033929486283824694,423
-796168.8368393627,-0.0017515507928334757,438
-795583.3238578301,-0.0022622011414530473,442
-795578.9897991518,-0.0026802594108215473,443
-795562.5575339468,-0.0030051679325141687,445
-795492.2070014596,-0.003236926474272766,449
-795475.7783543024,-0.003375534959299106,451
-795335.0211495764,-0.003420993466254763,453
-795327.0687478147,-0.003375534959299106,454
-795229.868239427,-0.003420993466254763,456
-795123.376377426,-0.003375534959299106,457
-794791.0733914486,-0.0032352521559736295,461
-794787.8450963552,-0.0033733022292603532,462
-794701.1457548237,-0.003418202431532251,463
-794487.8040477198,-0.0033733022292603532,467
-794412.5813128729,-0.0032352521559736295,469
-794271.5386363125,-0.003236926474272766,472
-794136.4174736547,-0.0030051679325141687,473
-794035.9773775552,-0.0032374845816143904,474
-793749.799740046,-0.00337665132804473,475
-793724.1390931658,-0.00337665132804473,483
-793493.9825725686,-0.0034232263052120047,489
-793457.1515626911,-0.00337665132804473,490
-793440.5206073797,-0.003236926474272766,491
-793207.88595588,-0.0030051679325141687,493
-792822.8374450867,-0.0032374845816143904,494
-792689.9113290285,-0.0030051679325141687,495
-792270.7691553999,-0.003375534959299106,501
-792065.7814027357,-0.003420993466254763,503
-791904.882938996,-0.0033699531528333343,509
-791796.6821327528,-0.003418202431532251,515
-791791.079123109,-0.003232461637894131,529
-791607.7549325514,-0.00300182007367751,531
-791452.3171783172,-0.003004051977085371,545
-791317.9957767532,-0.003236926474272766,546
-791315.2046532438,-0.003004051977085371,548
-791257.5275998423,-0.003236926474272766,554
-790866.7088095575,-0.00337665132804473,562
