likelihood,ari,step_num
-800421.2931485905,-0.0004424538835217188,0
-800360.4905362353,0.003265693703866052,30
-800191.9029649287,-0.0011444092957632922,35
-800124.6927494963,-0.00044913250175662316,36
-799845.4998892157,-0.0004424538835217188,42
-799732.2500771703,-0.0011410676589729124,43
-799598.3113196323,-0.0011410676589729124,45
-799512.3679098426,-0.0022555104059031232,49
-799375.9284131513,-0.0017426343759208188,50
-799283.3813643854,0.0003493048716618971,55
-799226.8649837658,0.0012342072852364588,56
-799170.7628823523,0.00035486590105329583,57
-799050.7274888491,0.004435576758102521,61
-798779.0548063219,0.005691946654831386,68
-798724.7506806358,0.009996750911055459,267
-798311.6699543751,0.011622403147192973,268
-797916.8253058254,0.01906025350246478,326
-797910.6522771515,0.02114778727963131,330
-797887.9267988128,0.015151493932291087,341
-797618.0894601481,0.013340101470830507,343
-797062.9024427716,0.015151493932291087,344
-795848.113036267,0.017056029062456336,349
-795816.8346152529,0.01515313756185861,350
-795538.5341136403,0.017056029062456336,355
-795276.900833088,0.021144520039207318,358
-795041.8198718311,0.023328471852356987,359
-794957.7119931686,0.02560555826735215,363
-794935.4076267643,0.023328471852356987,367
-794398.5209123124,0.0304348101707164,370
-793974.9731128708,0.03299075877816942,371
-793942.3782560902,0.03563554298972405,373
-793810.9762059624,0.03837722081810855,374
-793436.8045327974,0.04121202373606814,380
-793412.2253406654,0.04413994871758764,382
-793343.1717764466,0.047155691934527226,385
-793311.353163908,0.05026458532004318,389
-793295.4469809402,0.04715145137466956,391
-793235.700525522,0.05026088692988435,393
-793216.8537138487,0.04714827093000636,397
-793203.2776002077,0.04412878196571547,401
-793158.3412100268,0.04714827093000636,402
-792389.8076532641,0.04714827093000636,420
-792362.7455441207,0.05025824520499289,421
-792267.0531760883,0.0534613613194024,422
-792116.2484735629,0.05025824520499289,423
-791852.1973326969,0.0534613613194024,425
-791639.767689641,0.05675761687239515,426
-791301.94058101,0.06014700930768117,427
-791134.2467437815,0.06362953591352677,430
-791057.5904527736,0.06720519382276183,431
-791031.5947073244,0.06362953591352677,432
-790673.4957710393,0.06720519382276183,433
-790053.3234481842,0.07087398001278761,449
-790048.1917854876,0.06720623166131061,458
-790010.5825129966,0.07087398001278761,462
-789998.1747011339,0.07463486173337304,468
-789987.6011608066,0.07848887380133591,470
-789980.3577137346,0.07463486173337304,471
-789955.448947703,0.07087398001278761,472
-789885.6523562097,0.07463589130558532,474
-789780.3477638329,0.06720623166131061,477
