job_id,rep,n_steps,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,modularity,proportion_pure_edges,mean_majority_proportion
8,0,1000,0.8750,0.1250,1.5000,0.5000,0.2000,0.1000,0.2843,0.4671,0.8847
8,0,1000,0.8500,0.1500,1.0000,0.5000,0.2000,0.1000,0.2269,0.4651,0.8680
8,0,1000,0.5000,0.5000,0.5000,0.2000,0.2000,0.1000,0.0932,0.5599,0.8373
8,0,1000,0.5500,0.4500,1.5000,0.5000,0.2000,0.1000,0.1101,0.3253,0.8006
8,0,1000,0.5000,0.5000,1.5000,0.2000,0.2000,0.1000,0.1761,0.5699,0.8758
8,0,1000,0.7250,0.2750,0.5000,0.5000,0.2000,0.1000,0.1438,0.4381,0.8241
8,0,1000,1.0000,0.0000,1.5000,0.2000,0.2000,0.1000,0.4440,0.7475,0.9623
8,0,1000,0.7000,0.3000,1.0000,0.5000,0.2000,0.1000,0.1616,0.4082,0.8306
8,0,1000,0.8750,0.1250,1.5000,0.2000,0.2000,0.1000,0.3617,0.6876,0.9404
8,0,1000,0.5000,0.5000,1.0000,0.2000,0.2000,0.1000,0.1763,0.5519,0.8576
8,0,1000,0.7500,0.2500,1.5000,0.5000,0.2000,0.1000,0.2580,0.4112,0.8542
8,0,1000,0.6750,0.3250,2.0000,0.2000,0.2000,0.1000,0.1593,0.6437,0.9223
8,0,1000,0.9250,0.0750,1.5000,0.5000,0.2000,0.1000,0.2901,0.5050,0.9097
8,0,1000,0.7250,0.2750,1.0000,0.2000,0.2000,0.1000,0.2583,0.6118,0.8990
8,0,1000,0.7000,0.3000,0.5000,0.2000,0.2000,0.1000,0.1753,0.6238,0.8802
8,0,1000,0.9750,0.0250,1.5000,0.2000,0.2000,0.1000,0.2967,0.7355,0.9600
8,0,1000,0.7500,0.2500,2.0000,0.2000,0.2000,0.1000,0.3490,0.6427,0.9297
8,0,1000,0.7750,0.2250,1.5000,0.5000,0.2000,0.1000,0.2414,0.4531,0.8637
8,0,1000,0.6750,0.3250,1.0000,0.2000,0.2000,0.1000,0.2273,0.6297,0.8927
8,0,1000,1.0000,0.0000,0.5000,0.2000,0.2000,0.1000,0.3614,0.7535,0.9403
8,0,1000,0.8750,0.1250,2.0000,0.2000,0.2000,0.1000,0.2972,0.6916,0.9515
8,0,1000,0.8000,0.2000,2.0000,0.5000,0.2000,0.1000,0.2592,0.4391,0.8846
8,0,1000,0.5000,0.5000,0.5000,0.5000,0.2000,0.1000,0.0186,0.3224,0.7531
8,0,1000,0.8500,0.1500,1.5000,0.5000,0.2000,0.1000,0.1781,0.4790,0.8934
8,0,1000,0.5750,0.4250,1.5000,0.2000,0.2000,0.1000,0.2031,0.5429,0.8786
