job_id,rep,n_steps,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,modularity,proportion_pure_edges,mean_majority_proportion
7,0,1000,0.7500,0.2500,1.5000,0.2000,0.2000,0.1000,0.3726,0.6896,0.9320
7,0,1000,0.6750,0.3250,0.5000,0.5000,0.2000,0.1000,0.0863,0.4162,0.8003
7,0,1000,0.8750,0.1250,2.0000,0.5000,0.2000,0.1000,0.1698,0.4910,0.9071
7,0,1000,0.6500,0.3500,2.0000,0.2000,0.2000,0.1000,0.2427,0.5878,0.9123
7,0,1000,0.5250,0.4750,1.0000,0.5000,0.2000,0.1000,0.0638,0.3044,0.7680
7,0,1000,0.5750,0.4250,0.5000,0.2000,0.2000,0.1000,0.1952,0.5888,0.8665
7,0,1000,0.9750,0.0250,1.5000,0.5000,0.2000,0.1000,0.2989,0.5439,0.9170
7,0,1000,0.9750,0.0250,1.0000,0.5000,0.2000,0.1000,0.3314,0.5359,0.9048
7,0,1000,0.8000,0.2000,0.5000,0.5000,0.2000,0.1000,0.1453,0.4571,0.8247
7,0,1000,0.5750,0.4250,1.0000,0.5000,0.2000,0.1000,0.0930,0.3184,0.7858
7,0,1000,0.9000,0.1000,2.0000,0.2000,0.2000,0.1000,0.3151,0.7186,0.9584
7,0,1000,0.6000,0.4000,1.5000,0.2000,0.2000,0.1000,0.2184,0.6248,0.8981
7,0,1000,0.6250,0.3750,0.5000,0.2000,0.2000,0.1000,0.1411,0.6118,0.8731
7,0,1000,0.9500,0.0500,2.0000,0.5000,0.2000,0.1000,0.3003,0.5279,0.9157
7,0,1000,0.5000,0.5000,2.0000,0.2000,0.2000,0.1000,0.2191,0.4850,0.8685
7,0,1000,0.8500,0.1500,2.0000,0.2000,0.2000,0.1000,0.3754,0.6936,0.9483
7,0,1000,0.7000,0.3000,1.5000,0.5000,0.2000,0.1000,0.1872,0.3982,0.8403
7,0,1000,0.7500,0.2500,1.0000,0.5000,0.2000,0.1000,0.2100,0.4301,0.8447
7,0,1000,0.5250,0.4750,1.5000,0.2000,0.2000,0.1000,0.2057,0.5359,0.8757
7,0,1000,0.8500,0.1500,1.0000,0.5000,0.2000,0.1000,0.2569,0.4780,0.8649
7,0,1000,0.6500,0.3500,1.0000,0.5000,0.2000,0.1000,0.1496,0.4341,0.8186
7,0,1000,0.8250,0.1750,1.0000,0.5000,0.2000,0.1000,0.2629,0.4531,0.8621
7,0,1000,0.7500,0.2500,0.5000,0.2000,0.2000,0.1000,0.2227,0.6557,0.8838
7,0,1000,0.9000,0.1000,0.5000,0.2000,0.2000,0.1000,0.3392,0.7156,0.9228
7,0,1000,0.9250,0.0750,2.0000,0.2000,0.2000,0.1000,0.4152,0.7265,0.9560
7,0,1000,0.6500,0.3500,0.5000,0.2000,0.2000,0.1000,0.1635,0.5868,0.8606
7,0,1000,0.5500,0.4500,1.0000,0.5000,0.2000,0.1000,0.0766,0.2944,0.7628
7,0,1000,0.5000,0.5000,1.5000,0.5000,0.2000,0.1000,0.0848,0.2864,0.7758
7,0,1000,0.8750,0.1250,2.0000,0.2000,0.2000,0.1000,0.2337,0.7086,0.9505
7,0,1000,0.9500,0.0500,1.5000,0.5000,0.2000,0.1000,0.2576,0.5250,0.9126
7,0,1000,0.8750,0.1250,1.0000,0.5000,0.2000,0.1000,0.2292,0.5130,0.8817
7,0,1000,0.5750,0.4250,2.0000,0.5000,0.2000,0.1000,0.1770,0.3453,0.8206
7,0,1000,0.5250,0.4750,0.5000,0.2000,0.2000,0.1000,0.1200,0.5509,0.8422
