job_id,rep,n_steps,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,modularity,proportion_pure_edges,mean_majority_proportion
3,0,1000,0.7500,0.2500,1.5000,0.2000,0.2000,0.1000,0.2745,0.6317,0.9146
3,0,1000,0.5000,0.5000,1.0000,0.5000,0.2000,0.1000,0.0575,0.2804,0.7597
3,0,1000,0.7250,0.2750,0.5000,0.2000,0.2000,0.1000,0.2300,0.6367,0.8815
3,0,1000,0.9500,0.0500,0.5000,0.5000,0.2000,0.1000,0.2487,0.5269,0.8707
3,0,1000,0.5500,0.4500,1.5000,0.2000,0.2000,0.1000,0.2279,0.5349,0.8722
3,0,1000,0.7750,0.2250,1.5000,0.2000,0.2000,0.1000,0.2933,0.6447,0.9182
3,0,1000,0.8500,0.1500,0.5000,0.5000,0.2000,0.1000,0.2081,0.5060,0.8494
3,0,1000,0.9250,0.0750,1.0000,0.5000,0.2000,0.1000,0.2394,0.5030,0.8975
3,0,1000,0.6500,0.3500,1.0000,0.2000,0.2000,0.1000,0.1082,0.6477,0.9028
3,0,1000,0.8000,0.2000,1.0000,0.5000,0.2000,0.1000,0.2180,0.4581,0.8480
3,0,1000,0.8500,0.1500,0.5000,0.2000,0.2000,0.1000,0.2867,0.6806,0.9105
3,0,1000,0.6000,0.4000,1.0000,0.2000,0.2000,0.1000,0.2442,0.5908,0.8750
3,0,1000,0.6500,0.3500,1.0000,0.5000,0.2000,0.1000,0.1427,0.3733,0.8062
3,0,1000,0.5750,0.4250,1.5000,0.2000,0.2000,0.1000,0.1962,0.5609,0.8825
3,0,1000,0.6250,0.3750,1.5000,0.2000,0.2000,0.1000,0.2560,0.5379,0.8781
3,0,1000,0.9750,0.0250,1.0000,0.2000,0.2000,0.1000,0.3944,0.7545,0.9537
3,0,1000,0.5000,0.5000,1.5000,0.5000,0.2000,0.1000,0.1345,0.3104,0.7936
3,0,1000,0.8250,0.1750,0.5000,0.5000,0.2000,0.1000,0.1211,0.4561,0.8328
3,0,1000,0.9750,0.0250,1.5000,0.2000,0.2000,0.1000,0.1654,0.7505,0.9687
3,0,1000,0.7750,0.2250,2.0000,0.2000,0.2000,0.1000,0.1347,0.6587,0.9367
3,0,1000,0.9500,0.0500,2.0000,0.2000,0.2000,0.1000,0.3418,0.7265,0.9633
3,0,1000,1.0000,0.0000,1.5000,0.2000,0.2000,0.1000,0.3681,0.7196,0.9613
3,0,1000,0.5000,0.5000,1.5000,0.2000,0.2000,0.1000,0.1983,0.5319,0.8691
3,0,1000,0.8250,0.1750,2.0000,0.2000,0.2000,0.1000,0.3607,0.6687,0.9349
3,0,1000,0.7500,0.2500,2.0000,0.2000,0.2000,0.1000,0.3241,0.6218,0.9254
3,0,1000,0.7000,0.3000,1.5000,0.2000,0.2000,0.1000,0.3486,0.6347,0.9149
3,0,1000,0.8000,0.2000,2.0000,0.5000,0.2000,0.1000,0.2135,0.4461,0.8818
3,0,1000,0.9500,0.0500,1.5000,0.2000,0.2000,0.1000,0.2057,0.7345,0.9535
3,0,1000,0.6750,0.3250,1.0000,0.5000,0.2000,0.1000,0.1672,0.4092,0.8231
3,0,1000,0.7750,0.2250,1.0000,0.5000,0.2000,0.1000,0.1172,0.4251,0.8367
