likelihood,ari,step_num
-440755.9784427065,-0.0007347302719572002,0
-440519.8311797466,-0.000792343044699878,6
-440083.6693310271,-0.0005993457557226082,7
-439971.2145206422,0.00014960585038197456,9
-439658.8729840161,0.0010628622380740081,10
-439598.0219600654,0.0011981380989283905,13
-439180.7699618176,0.0017536307423199346,14
-438790.5195456813,0.0007825773080115008,15
-438726.40018192877,0.007714954368238126,306
-438712.78081772086,0.005935593204728507,307
-438532.85281884525,0.005573550866019237,316
-438435.3320003437,0.005124397094956012,321
-438363.4701694944,0.004957646009808293,363
-438183.9933413025,0.005691847735555887,364
-437688.2701455145,0.007145104644244244,368
-437611.56932872254,0.007969037645023104,370
-437585.8120532385,0.0027251688092548893,387
-437580.9645504967,0.0009550877975675388,392
-437331.0406498475,0.002109331401689733,396
-437237.5286703339,0.003231397459330868,397
-437031.8978413215,0.0033796819881229934,400
-436833.3401165024,0.004765163982098911,403
-436200.4302196398,0.0039000966151335396,405
-435838.52602453233,0.003894292380041951,410
-435831.7726619024,0.0028655714929237378,411
-435638.8764610476,0.003876891908300859,413
-435569.28312293824,0.004934621737343342,418
-435119.15021086985,0.004765163982098911,420
-434738.4240503992,0.004714242747252125,422
-434279.5115780779,0.0053573453646309456,425
-434064.5881320492,0.005900518977589131,429
-433682.7897635431,0.007498400708687966,433
-433298.4233087626,0.008702907387202361,435
-433140.4774885535,0.008687948068990287,436
-433039.9008873959,0.009687673778483131,438
-432820.03346216504,0.009880503920937365,439
-432778.6004380232,0.010135340015003068,443
-432513.7356532458,0.01122212925437783,445
-432456.4038571483,0.009687673778483131,446
-432353.4055612732,0.008344675068923326,457
-432169.8798458304,0.008389809106003517,459
-432161.36824300204,0.007150898438203499,463
-432068.9528697709,0.007598564674723434,465
-431806.4766415182,0.00826963129242166,467
-431406.46164233744,0.008792341305443261,468
-431402.5881449876,0.009958312925864651,474
-431390.66402965283,0.00871770224213894,479
-431017.52127674187,0.007747786753563413,480
-430630.0437123752,0.007809511584622297,486
-430444.92635739926,0.009284225994963827,488
-430342.9067262114,0.010787497593222515,492
-430264.5005112692,0.011073059772884445,495
-430262.80903524836,0.012750340789594453,501
-430067.0679629356,0.014442535861204586,508
-429953.99116474506,0.015588123471137224,511
-429762.6607430448,0.018425906152679992,532
-429755.8073592439,0.019834775139601666,535
-429640.4005446452,0.02120978451443462,536
-429260.8743189143,0.0228483409280534,545
-429221.8935572789,0.020763750722033247,556
-429157.0030215245,0.023147687773848624,560
-428504.69883927354,0.022699441627623388,561
-428500.42333062465,0.030206592579897076,696
-428221.49580960197,0.04247238045417399,1182
-427838.9993097497,0.041621198650238514,1184
-427795.6567599221,0.044456418148198104,1201
-427664.53296883573,0.04488543739169501,1217
-427241.46789635223,0.046694749330797786,1252
-427188.12770057283,0.053599014400672794,1285
-426948.37150379794,0.05438368445572727,1287
-426282.0724681991,0.056721959199162085,1298
-425838.62860067614,0.058584173031256015,1299
-425496.7828009896,0.0599936156547223,1303
-425085.9465476658,0.0626044541428663,1308
-425017.2422398158,0.06394454784673641,1317
-424721.65528463735,0.06504981199513354,1322
-424498.68433819135,0.06789779277367447,1341
-424300.3811452634,0.073377664791105,1350
-423761.39109003614,0.07496309607855722,1354
-423229.6018308165,0.07249572877859185,1384
-423133.95864808065,0.07079427074864311,1387
-422414.51863029995,0.07338927598466626,1389
-422350.7650982338,0.07154164123786642,1391
-422205.0033815068,0.07279184805170989,1394
-422186.36697009695,0.07520919395498492,1407
-421915.26376231544,0.07528734423800981,1463
-421835.7608336653,0.07414602453351475,1464
-421623.35117660376,0.0741649576460098,1466
-421013.04434500705,0.07594350838816576,1469
-420997.5910597928,0.07716094516272849,1470
-420561.43526372954,0.0803067320552831,1478
-420561.13223938283,0.0817853309157815,1479
-420214.06765296694,0.08696887102551248,1535
-419263.95901725336,0.09001445982590559,1540
-418937.99905147066,0.09226982214320917,1542
-418544.60588191205,0.09450599753653784,1545
-418342.72454360605,0.08816697633705123,1670
-417916.15052221983,0.08989389210878287,1681
-417837.9301998877,0.08628363681400768,1705
-417808.3765311364,0.08520946253989159,1706
-417783.2943516227,0.08508639974816738,1707
-417739.62805181433,0.08384426481140278,1745
-417707.4661196464,0.08384426481140278,1749
-416938.9196060988,0.08604062872879889,1750
-416636.0285667263,0.08909836933746564,1753
-416233.6177148299,0.09216906674043013,1760
-416132.7848498476,0.09553002288729961,1770
-415941.78679761133,0.09844697884990604,1784
-415098.2983719982,0.10057224693418121,1788
-414678.12048770156,0.10131003018622989,1838
-414225.1980580818,0.11382008932833453,1933
-414172.7317845707,0.1133704559211933,1938
-414069.2521751519,0.11332925015311926,1942
-413557.5422912467,0.11666352735970523,1943
-413551.2117410471,0.11557285022864275,1946
-413267.2550052307,0.12040719833451717,1976
-413099.6170620613,0.12231297771590519,1980
-413083.5099066366,0.12246274087984753,2025
-412624.76724659675,0.1253434960870474,2029
-412440.5304474427,0.12609647943465135,2044
-412393.7987934114,0.11050240392897219,2369
-412358.48297893,0.10966646660126868,2371
-412165.0533129413,0.11050240392897219,2378
-411887.51179257076,0.1136954627299481,2379
-411636.82598069246,0.11338110054318215,2401
-411309.3860671337,0.11497441185927078,2405
-411206.69579146436,0.11666333493600195,2528
-411029.35901032423,0.12082102879148657,2568
-410897.3708176055,0.12195422604546328,2582
-410291.1847357347,0.12408328842491334,2584
-410081.00077014475,0.11442208214267859,3103
-409817.4857310824,0.11710159810025031,3111
-409770.9814241986,0.11665275699874236,3112
-409380.44644401927,0.11853857229477334,3117
-409355.2399766094,0.1203761752051102,3119
-408977.7014519669,0.12343929289358935,3121
-408878.59978362796,0.14061443919063593,3261
-408616.0438132854,0.1428611770746422,3265
-408519.7454297796,0.14505668349928785,3266
-408026.0927980506,0.14673255888582248,3267
-407868.5673731539,0.14866419119127872,3274
-407724.02944043034,0.13873548142928782,3396
-407679.0286474922,0.14046536970914256,3488
-407470.7092151057,0.14375457287722226,3496
-407212.59255081473,0.14565153012757154,3497
-407159.1667727387,0.14306370811030542,3509
-407051.28008087096,0.14758478166949346,3513
-406657.6289278976,0.14896604839227265,3517
-406209.7688876631,0.1517487080674792,3522
-406163.31705074944,0.14721567491648493,3698
-405905.3270071706,0.1510615362687342,3738
-405562.3417632717,0.15472294120889757,3773
-405423.6571179554,0.15700661061549323,3782
-405357.0080645407,0.15343302740517298,3804
-405094.3175138912,0.15531778783718125,3808
-405001.9466449865,0.15269510980167286,3827
-404700.13865182974,0.15665619275081952,3839
-404665.2857927567,0.16028239522495347,3842
-404565.98197102494,0.15848687050936452,3859
-404480.6351149125,0.16281368333226365,3864
-404388.10768378514,0.1652814688609328,3892
-404379.8590323499,0.16219953762967967,3923
-404273.87774617225,0.1652814688609328,3931
-404016.98673299514,0.16535997311853784,3962
-403796.3854472217,0.16816152150654023,4037
-403763.14178141725,0.16786307734886027,4061
-403745.63522685296,0.1580489057185033,4197
-403660.8418157165,0.16163323608120322,4200
-403461.0992328161,0.16251588473140363,4276
-403376.1225647126,0.16610532052600477,4309
-403317.8408790621,0.16860918774306016,4326
-403199.4580074835,0.16506183415555106,4491
-403132.9881479843,0.16610532052600477,4507
-402917.54679714656,0.1686207560490341,4523
-402767.90191587794,0.17137864680084047,4530
-402722.50760263414,0.17788180956398217,4553
-402669.75842879503,0.1806961761290984,4575
